"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo"
"CS","CZ-NACE_2025_U5",6105,"23320","Výroba pálených zdicích materiálů, tašek, dlaždic a podobnýc","Výroba pálených zdicích materiálů, tašek, dlaždic a podobných výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23410","Výroba porcelánových a keramických výrobků převážně pro domá","Výroba porcelánových a keramických výrobků převážně pro domácnost a dekoračních předmětů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23420","Výroba keramických sanitárních výrobků","Výroba keramických sanitárních výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23430","Výroba keramických izolátorů a izolačního příslušenství","Výroba keramických izolátorů a izolačního příslušenství","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23440","Výroba ostatních technických keramických výrobků","Výroba ostatních technických keramických výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23450","Výroba ostatních keramických výrobků","Výroba ostatních keramických výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23510","Výroba cementu","Výroba cementu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23520","Výroba vápna a sádry","Výroba vápna a sádry","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23610","Výroba betonových výrobků pro stavební účely","Výroba betonových výrobků pro stavební účely","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23620","Výroba sádrových výrobků pro stavební účely","Výroba sádrových výrobků pro stavební účely","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23630","Výroba betonu připraveného k lití","Výroba betonu připraveného k lití","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23640","Výroba malt","Výroba malt","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23650","Výroba vláknocementových výrobků","Výroba vláknocementových výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23660","Výroba ostatních betonových, cementových a sádrových výrobků","Výroba ostatních betonových, cementových a sádrových výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23700","Řezání, tvarování a konečná úprava kamenů","Řezání, tvarování a konečná úprava kamenů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23910","Výroba brusiv","Výroba brusiv","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"23990","Výroba ostatních nekovových minerálních výrobků j. n.","Výroba ostatních nekovových minerálních výrobků j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24101","Výroba základních hutních výrobků ze železa a oceli, výroba","Výroba základních hutních výrobků ze železa a oceli, výroba surového železa a oceli","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24102","Výroba plochých výrobků ze železa nebo oceli válcovaných za","Výroba plochých výrobků ze železa nebo oceli válcovaných za tepla nebo za studena, kromě úzkých pásů válcovaných za studena","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24103","Výroba tyčí a prutů ze železa nebo oceli válcovaných za tepl","Výroba tyčí a prutů ze železa nebo oceli válcovaných za tepla","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24109","Výroba surového železa, oceli a feroslitin j. n.","Výroba surového železa, oceli a feroslitin j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24200","Výroba ocelových trub, trubek, dutých profilů a souvisejícíc","Výroba ocelových trub, trubek, dutých profilů a souvisejících potrubních tvarovek","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24310","Tažení ocelových tyčí za studena","Tažení ocelových tyčí za studena","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24320","Válcování ocelových úzkých pásů za studena","Válcování ocelových úzkých pásů za studena","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24330","Tváření ocelových profilů za studena","Tváření ocelových profilů za studena","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24340","Tažení ocelového drátu za studena","Tažení ocelového drátu za studena","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24410","Výroba a hutní zpracování drahých kovů","Výroba a hutní zpracování drahých kovů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24420","Výroba a hutní zpracování hliníku","Výroba a hutní zpracování hliníku","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24430","Výroba a hutní zpracování olova, zinku a cínu","Výroba a hutní zpracování olova, zinku a cínu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24440","Výroba a hutní zpracování mědi","Výroba a hutní zpracování mědi","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24450","Výroba a hutní zpracování ostatních neželezných kovů","Výroba a hutní zpracování ostatních neželezných kovů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24460","Zpracování jaderného paliva","Zpracování jaderného paliva","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24511","Odlévání litiny s lupínkovým grafitem","Odlévání litiny s lupínkovým grafitem","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24512","Odlévání litiny s kuličkovým grafitem","Odlévání litiny s kuličkovým grafitem","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24519","Odlévání ostatní litiny","Odlévání ostatní litiny","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24521","Odlévání uhlíkatých ocelí","Odlévání uhlíkatých ocelí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24522","Odlévání legovaných ocelí","Odlévání legovaných ocelí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24530","Odlévání lehkých kovů","Odlévání lehkých kovů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"24540","Odlévání ostatních neželezných kovů","Odlévání ostatních neželezných kovů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25110","Výroba kovových konstrukcí a jejich dílů","Výroba kovových konstrukcí a jejich dílů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25120","Výroba kovových dveří a oken","Výroba kovových dveří a oken","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25210","Výroba radiátorů k ústřednímu topení a parních kotlů","Výroba radiátorů k ústřednímu topení a parních kotlů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25220","Výroba ostatních kovových cisteren, nádrží a podobných nádob","Výroba ostatních kovových cisteren, nádrží a podobných nádob","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25300","Výroba zbraní a střeliva","Výroba zbraní a střeliva","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25400","Kování a tváření kovů a prášková metalurgie","Kování a tváření kovů a prášková metalurgie","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25510","Povlakování kovů","Povlakování kovů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25520","Tepelné zpracování kovů","Tepelné zpracování kovů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25530","Obrábění kovů","Obrábění kovů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25610","Výroba nožířských výrobků","Výroba nožířských výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25620","Výroba zámků a kování","Výroba zámků a kování","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25630","Výroba nástrojů a nářadí","Výroba nástrojů a nářadí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25910","Výroba ocelových sudů a podobných nádob","Výroba ocelových sudů a podobných nádob","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25920","Výroba obalů z lehkých kovů","Výroba obalů z lehkých kovů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25930","Výroba drátěných výrobků, řetězů a pružin","Výroba drátěných výrobků, řetězů a pružin","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25940","Výroba spojovacích materiálů a výrobků se závity","Výroba spojovacích materiálů a výrobků se závity","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"25990","Výroba ostatních kovových výrobků j. n.","Výroba ostatních kovových výrobků j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"26110","Výroba elektronických součástek","Výroba elektronických součástek","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"26120","Výroba osazených elektronických desek","Výroba osazených elektronických desek","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"26200","Výroba počítačů a periferních zařízení","Výroba počítačů a periferních zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"26300","Výroba komunikačních zařízení","Výroba komunikačních zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"26400","Výroba spotřební elektroniky","Výroba spotřební elektroniky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"26510","Výroba měřicích, zkušebních a navigačních přístrojů","Výroba měřicích, zkušebních a navigačních přístrojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"26520","Výroba časoměrných přístrojů","Výroba časoměrných přístrojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"26600","Výroba ozařovacích, elektroléčebných a elektroterapeutických","Výroba ozařovacích, elektroléčebných a elektroterapeutických přístrojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"26700","Výroba optických přístrojů a zařízení, magnetických a optick","Výroba optických přístrojů a zařízení, magnetických a optických médií a fotografických přístrojů a zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"27110","Výroba elektrických motorů, generátorů a transformátorů","Výroba elektrických motorů, generátorů a transformátorů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"27120","Výroba elektrických rozvodných a kontrolních zařízení","Výroba elektrických rozvodných a kontrolních zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"27200","Výroba baterií a akumulátorů","Výroba baterií a akumulátorů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"27310","Výroba optických kabelů","Výroba optických kabelů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"27320","Výroba ostatních elektronických a elektrických vodičů a kabe","Výroba ostatních elektronických a elektrických vodičů a kabelů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"27330","Výroba elektroinstalačních zařízení","Výroba elektroinstalačních zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"27400","Výroba osvětlovacích zařízení","Výroba osvětlovacích zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"27510","Výroba elektrických spotřebičů převážně pro domácnost","Výroba elektrických spotřebičů převážně pro domácnost","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"27520","Výroba neelektrických spotřebičů převážně pro domácnost","Výroba neelektrických spotřebičů převážně pro domácnost","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"27900","Výroba ostatních elektrických zařízení","Výroba ostatních elektrických zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28110","Výroba motorů a turbín, kromě motorů pro letadla, automobily","Výroba motorů a turbín, kromě motorů pro letadla, automobily a motocykly","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28120","Výroba hydraulických zařízení","Výroba hydraulických zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28130","Výroba ostatních čerpadel a kompresorů","Výroba ostatních čerpadel a kompresorů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28140","Výroba ostatních potrubních armatur","Výroba ostatních potrubních armatur","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28150","Výroba ložisek, ozubených kol, převodů a hnacích prvků","Výroba ložisek, ozubených kol, převodů a hnacích prvků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28210","Výroba pecí, kotlů a stálých tepelných zařízení pro domácnos","Výroba pecí, kotlů a stálých tepelných zařízení pro domácnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28220","Výroba zdvihacích a manipulačních zařízení","Výroba zdvihacích a manipulačních zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28230","Výroba kancelářských strojů a zařízení, kromě počítačů a per","Výroba kancelářských strojů a zařízení, kromě počítačů a periferních zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28240","Výroba ručních mechanizovaných nástrojů","Výroba ručních mechanizovaných nástrojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28250","Výroba klimatizačních zařízení jiných než pro domácnost","Výroba klimatizačních zařízení jiných než pro domácnost","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28290","Výroba ostatních strojů a zařízení pro všeobecné účely j. n.","Výroba ostatních strojů a zařízení pro všeobecné účely j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28300","Výroba zemědělských a lesnických strojů","Výroba zemědělských a lesnických strojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28410","Výroba tvářecích a obráběcích strojů na opracování kovů","Výroba tvářecích a obráběcích strojů na opracování kovů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28420","Výroba ostatních obráběcích strojů","Výroba ostatních obráběcích strojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28910","Výroba strojů pro metalurgii","Výroba strojů pro metalurgii","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28920","Výroba strojů pro těžbu, dobývání a stavebnictví","Výroba strojů pro těžbu, dobývání a stavebnictví","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28930","Výroba strojů na výrobu potravin, nápojů a zpracování tabáku","Výroba strojů na výrobu potravin, nápojů a zpracování tabáku","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28940","Výroba strojů na výrobu textilu, oděvních výrobků a výrobků","Výroba strojů na výrobu textilu, oděvních výrobků a výrobků z usní","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28950","Výroba strojů a přístrojů na výrobu papíru a lepenky","Výroba strojů a přístrojů na výrobu papíru a lepenky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28960","Výroba strojů na výrobu plastů a pryže","Výroba strojů na výrobu plastů a pryže","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28970","Výroba strojů pro aditivní výrobu","Výroba strojů pro aditivní výrobu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"28990","Výroba ostatních strojů pro speciální účely j. n.","Výroba ostatních strojů pro speciální účely j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"29100","Výroba motorových vozidel","Výroba motorových vozidel","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"29200","Výroba karoserií motorových vozidel; výroba přívěsů a návěsů","Výroba karoserií motorových vozidel; výroba přívěsů a návěsů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"29310","Výroba elektrického a elektronického zařízení pro motorová v","Výroba elektrického a elektronického zařízení pro motorová vozidla","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"29320","Výroba ostatních dílů a příslušenství pro motorová vozidla","Výroba ostatních dílů a příslušenství pro motorová vozidla","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"30110","Stavba civilních lodí a plavidel","Stavba civilních lodí a plavidel","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"30120","Stavba rekreačních a sportovních člunů","Stavba rekreačních a sportovních člunů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"30130","Stavba vojenských lodí a plavidel","Stavba vojenských lodí a plavidel","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"30200","Výroba železničních lokomotiv a kolejových vozidel","Výroba železničních lokomotiv a kolejových vozidel","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"30310","Výroba civilních letadel, kosmických lodí a souvisejících za","Výroba civilních letadel, kosmických lodí a souvisejících zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"30320","Výroba vojenských letadel, kosmických lodí a souvisejících z","Výroba vojenských letadel, kosmických lodí a souvisejících zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"30400","Výroba vojenských bojových vozidel","Výroba vojenských bojových vozidel","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"30910","Výroba motocyklů","Výroba motocyklů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"30920","Výroba jízdních kol a vozíků pro invalidy","Výroba jízdních kol a vozíků pro invalidy","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"30990","Výroba ostatních dopravních prostředků a zařízení j. n.","Výroba ostatních dopravních prostředků a zařízení j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"31000","Výroba nábytku","Výroba nábytku","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"32110","Ražení mincí","Ražení mincí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"32120","Výroba klenotů a příbuzných výrobků","Výroba klenotů a příbuzných výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"32130","Výroba bižuterie a příbuzných výrobků","Výroba bižuterie a příbuzných výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"32200","Výroba hudebních nástrojů","Výroba hudebních nástrojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"32300","Výroba sportovních potřeb","Výroba sportovních potřeb","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"32400","Výroba her a hraček","Výroba her a hraček","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"32500","Výroba lékařských a dentálních nástrojů a potřeb","Výroba lékařských a dentálních nástrojů a potřeb","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"32910","Výroba košťat a kartáčnických výrobků","Výroba košťat a kartáčnických výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"32990","Ostatní zpracovatelský průmysl j. n.","Ostatní zpracovatelský průmysl j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33110","Opravy a údržba kovových výrobků","Opravy a údržba kovových výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33120","Opravy a údržba strojů","Opravy a údržba strojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33130","Opravy a údržba elektronických a optických přístrojů a zaříz","Opravy a údržba elektronických a optických přístrojů a zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33140","Opravy a údržba elektrických zařízení","Opravy a údržba elektrických zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33150","Opravy a údržba civilních lodí a člunů","Opravy a údržba civilních lodí a člunů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33160","Opravy a údržba civilních letadel a kosmických lodí","Opravy a údržba civilních letadel a kosmických lodí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33171","Opravy a údržba kolejových vozidel","Opravy a údržba kolejových vozidel","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33179","Opravy a údržba ostatních civilních dopravních prostředků a","Opravy a údržba ostatních civilních dopravních prostředků a zařízení j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33181","Opravy a údržba vojenských bojových vozidel","Opravy a údržba vojenských bojových vozidel","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33182","Opravy a údržba vojenských lodí a člunů","Opravy a údržba vojenských lodí a člunů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33183","Opravy a údržba vojenských letadel a kosmických lodí","Opravy a údržba vojenských letadel a kosmických lodí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33190","Opravy a údržba ostatních zařízení","Opravy a údržba ostatních zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"33200","Instalace průmyslových strojů a zařízení","Instalace průmyslových strojů a zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35110","Výroba elektřiny z neobnovitelných zdrojů","Výroba elektřiny z neobnovitelných zdrojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35120","Výroba elektřiny z obnovitelných zdrojů","Výroba elektřiny z obnovitelných zdrojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35130","Přenos elektřiny","Přenos elektřiny","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35140","Distribuce elektřiny","Distribuce elektřiny","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35150","Obchod s elektřinou","Obchod s elektřinou","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35160","Skladování elektřiny","Skladování elektřiny","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35210","Výroba plynu","Výroba plynu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35220","Distribuce plynných paliv prostřednictvím sítí","Distribuce plynných paliv prostřednictvím sítí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35230","Obchod s plynem prostřednictvím sítí","Obchod s plynem prostřednictvím sítí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35240","Skladování plynu jako součást služeb síťových dodávek","Skladování plynu jako součást služeb síťových dodávek","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35301","Výroba a distribuce páry","Výroba a distribuce páry","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35302","Výroba a distribuce klimatizovaného vzduchu","Výroba a distribuce klimatizovaného vzduchu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35303","Výroba a distribuce chladicí vody","Výroba a distribuce chladicí vody","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35304","Výrobu ledu pro chladicí účely","Výrobu ledu pro chladicí účely","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"35400","Činnosti makléřů a agentů v oblasti elektrické energie a zem","Činnosti makléřů a agentů v oblasti elektrické energie a zemního plynu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"36000","Shromažďování, úprava a distribuce vody","Shromažďování, úprava a distribuce vody","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"37000","Činnosti související s odpadními vodami","Činnosti související s odpadními vodami","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"38110","Sběr odpadů, kromě nebezpečných","Sběr odpadů, kromě nebezpečných","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"38120","Sběr nebezpečných odpadů","Sběr nebezpečných odpadů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"38210","Zpracování odpadů k získání materiálů k dalšímu využití","Zpracování odpadů k získání materiálů k dalšímu využití","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"38220","Zpracování odpadů k energetickému využití","Zpracování odpadů k energetickému využití","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"38230","Zpracování odpadů k ostatnímu využití","Zpracování odpadů k ostatnímu využití","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"38310","Spalování odpadů bez energetického využití","Spalování odpadů bez energetického využití","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"38320","Skládkování nebo trvalé uložení odpadů","Skládkování nebo trvalé uložení odpadů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"38330","Ostatní odstraňování odpadů","Ostatní odstraňování odpadů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"39000","Sanace a jiné činnosti související s odpady","Sanace a jiné činnosti související s odpady","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"41000","Výstavba bytových a nebytových budov","Výstavba bytových a nebytových budov","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"42110","Výstavba silnic a dálnic","Výstavba silnic a dálnic","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"42120","Výstavba železnic a podzemních drah","Výstavba železnic a podzemních drah","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"42130","Výstavba mostů a tunelů","Výstavba mostů a tunelů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"42210","Výstavba inženýrských sítí pro kapaliny a plyny","Výstavba inženýrských sítí pro kapaliny a plyny","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"42220","Výstavba inženýrských sítí pro elektřinu a telekomunikace","Výstavba inženýrských sítí pro elektřinu a telekomunikace","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"42910","Výstavba vodních děl","Výstavba vodních děl","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"42990","Výstavba ostatních inženýrských děl j. n.","Výstavba ostatních inženýrských děl j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43110","Demolice","Demolice","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43120","Příprava staveniště","Příprava staveniště","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43130","Průzkumné vrtné práce","Průzkumné vrtné práce","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43210","Elektrické instalace","Elektrické instalace","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43221","Instalace vodovodních, odpadních a plynových zařízení a rozv","Instalace vodovodních, odpadních a plynových zařízení a rozvodů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43222","Instalace tepelných, chladicích a klimatizačních zařízení a","Instalace tepelných, chladicích a klimatizačních zařízení a rozvodů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43230","Instalace izolací","Instalace izolací","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43240","Ostatní stavební instalace","Ostatní stavební instalace","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43310","Omítkářské práce","Omítkářské práce","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43320","Truhlářské práce","Truhlářské práce","2025-01-01","9999-09-09"
