"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo"
"CS","CZ-NACE_2025_U5",6105,"64310","Činnosti investičních fondů peněžního trhu a investičních fo","Činnosti investičních fondů peněžního trhu a investičních fondů jiných než peněžního trhu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64320","Činnosti svěřenských fondů, majetkových a agenturních účtů","Činnosti svěřenských fondů, majetkových a agenturních účtů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64910","Finanční leasing","Finanční leasing","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64921","Poskytování spotřebitelských úvěrů společnostmi, které nepři","Poskytování spotřebitelských úvěrů společnostmi, které nepřijímají vklady","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64922","Poskytování jiných úvěrů společnostmi, které nepřijímají vkl","Poskytování jiných úvěrů společnostmi, které nepřijímají vklady","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64923","Činnosti zastaváren","Činnosti zastaváren","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64924","Faktoringové činnosti","Faktoringové činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64929","Ostatní poskytování úvěrů j. n.","Ostatní poskytování úvěrů j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64991","Obchodování s cennými papíry na vlastní účet","Obchodování s cennými papíry na vlastní účet","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64999","Jiné finanční činnosti, kromě pojišťování a penzijního finan","Jiné finanční činnosti, kromě pojišťování a penzijního financování j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"65110","Činnosti v oblasti životního pojištění","Činnosti v oblasti životního pojištění","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"65120","Činnosti v oblasti neživotního pojištění","Činnosti v oblasti neživotního pojištění","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"65200","Zajišťovací činnosti","Zajišťovací činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"65300","Penzijní financování","Penzijní financování","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"66110","Řízení a správa finančních trhů","Řízení a správa finančních trhů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"66120","Obchodování s cennými papíry a komoditami na burzách","Obchodování s cennými papíry a komoditami na burzách","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"66190","Ostatní pomocné činnosti k finančním činnostem, kromě pojišť","Ostatní pomocné činnosti k finančním činnostem, kromě pojišťování a penzijního financování","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"66210","Vyhodnocování rizik a škod","Vyhodnocování rizik a škod","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"66220","Činnosti pojišťovacích makléřů a agentů","Činnosti pojišťovacích makléřů a agentů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"66290","Pomocné činnosti k pojišťování a penzijnímu financování j. n","Pomocné činnosti k pojišťování a penzijnímu financování j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"66300","Správa fondů","Správa fondů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"68110","Nákup a následný prodej vlastních nemovitostí","Nákup a následný prodej vlastních nemovitostí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"68120","Developerské činnosti","Developerské činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"68200","Pronájem a správa vlastních nebo pronajatých nemovitostí","Pronájem a správa vlastních nebo pronajatých nemovitostí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"68310","Zprostředkování v oblasti nemovitostí","Zprostředkování v oblasti nemovitostí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"68320","Ostatní činnosti v oblasti nemovitostí na základě smlouvy ne","Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"69100","Právní činnosti","Právní činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"69200","Účetnické a auditorské činnosti; daňové poradenství","Účetnické a auditorské činnosti; daňové poradenství","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"70100","Činnosti řízení podniků","Činnosti řízení podniků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"70200","Poradenství v oblasti podnikání a řízení podniků","Poradenství v oblasti podnikání a řízení podniků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"71110","Architektonické činnosti","Architektonické činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"71120","Inženýrské činnosti a související technické poradenství","Inženýrské činnosti a související technické poradenství","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"71200","Technické zkoušky a analýzy","Technické zkoušky a analýzy","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"72100","Výzkum a vývoj v oblasti přírodních a technických věd","Výzkum a vývoj v oblasti přírodních a technických věd","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"72200","Výzkum a vývoj v oblasti společenských a humanitních věd","Výzkum a vývoj v oblasti společenských a humanitních věd","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"73110","Činnosti reklamních agentur","Činnosti reklamních agentur","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"73120","Zastupování médií při prodeji reklamního času a prostoru","Zastupování médií při prodeji reklamního času a prostoru","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"73200","Průzkum trhu a veřejného mínění","Průzkum trhu a veřejného mínění","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"73300","Činnosti v oblasti vztahů s veřejností a komunikace","Činnosti v oblasti vztahů s veřejností a komunikace","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"74111","Činnosti v oblasti průmyslového designu","Činnosti v oblasti průmyslového designu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"74112","Činnosti v oblasti módního designu","Činnosti v oblasti módního designu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"74120","Činnosti v oblasti grafického designu a vizuální komunikace","Činnosti v oblasti grafického designu a vizuální komunikace","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"74130","Navrhování interiérů","Navrhování interiérů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"74140","Ostatní specializované návrhářské činnosti","Ostatní specializované návrhářské činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"74200","Fotografické činnosti","Fotografické činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"74300","Překladatelské a tlumočnické činnosti","Překladatelské a tlumočnické činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"74910","Činnosti v oblasti zprostředkování a marketingu patentů","Činnosti v oblasti zprostředkování a marketingu patentů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"74990","Všechny ostatní odborné, vědecké a technické činnosti j. n.","Všechny ostatní odborné, vědecké a technické činnosti j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"75000","Veterinární činnosti","Veterinární činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77110","Pronájem a leasing osobních automobilů a lehkých motorových","Pronájem a leasing osobních automobilů a lehkých motorových vozidel","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77120","Pronájem a leasing nákladních automobilů","Pronájem a leasing nákladních automobilů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77210","Pronájem a leasing rekreačních a sportovních potřeb","Pronájem a leasing rekreačních a sportovních potřeb","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77220","Pronájem a leasing ostatních výrobků pro osobní potřebu a př","Pronájem a leasing ostatních výrobků pro osobní potřebu a převážně pro domácnost","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77310","Pronájem a leasing zemědělských strojů a zařízení","Pronájem a leasing zemědělských strojů a zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77320","Pronájem a leasing stavebních strojů a zařízení","Pronájem a leasing stavebních strojů a zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77330","Pronájem a leasing kancelářských strojů a zařízení, včetně p","Pronájem a leasing kancelářských strojů a zařízení, včetně počítačů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77340","Pronájem a leasing vodních dopravních prostředků","Pronájem a leasing vodních dopravních prostředků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77350","Pronájem a leasing leteckých dopravních prostředků","Pronájem a leasing leteckých dopravních prostředků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77390","Pronájem a leasing ostatních strojů, zařízení a hmotných sta","Pronájem a leasing ostatních strojů, zařízení a hmotných statků j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77400","Leasing duševního vlastnictví a podobných produktů, kromě dě","Leasing duševního vlastnictví a podobných produktů, kromě děl chráněných autorským právem","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77510","Zprostředkování v oblasti pronájmu a leasingu automobilů, ob","Zprostředkování v oblasti pronájmu a leasingu automobilů, obytných automobilů a přívěsů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"77520","Zprostředkování v oblasti pronájmu a leasingu jiných hmotnýc","Zprostředkování v oblasti pronájmu a leasingu jiných hmotných statků a nefinančních nehmotných aktiv","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"78100","Činnosti agentur zprostředkujících zaměstnání","Činnosti agentur zprostředkujících zaměstnání","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"78200","Činnosti agentur zprostředkujících práci na přechodnou dobu","Činnosti agentur zprostředkujících práci na přechodnou dobu a ostatní poskytování lidských zdrojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"79110","Činnosti cestovních agentur","Činnosti cestovních agentur","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"79120","Činnosti cestovních kanceláří","Činnosti cestovních kanceláří","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"79900","Ostatní rezervační a související činnosti","Ostatní rezervační a související činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"80010","Pátrací činnosti a činnosti soukromých bezpečnostních agentu","Pátrací činnosti a činnosti soukromých bezpečnostních agentur","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"80090","Bezpečnostní činnosti j. n.","Bezpečnostní činnosti j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"81100","Kombinované podpůrné činnosti","Kombinované podpůrné činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"81210","Všeobecný úklid budov","Všeobecný úklid budov","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"81220","Specializované čištění a úklid budov a průmyslových zařízení","Specializované čištění a úklid budov a průmyslových zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"81230","Ostatní úklidové činnosti","Ostatní úklidové činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"81300","Činnosti související s úpravou krajiny","Činnosti související s úpravou krajiny","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"82100","Administrativní a kancelářské činnosti","Administrativní a kancelářské činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"82200","Činnosti call center","Činnosti call center","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"82300","Pořádání kongresů a veletrhů","Pořádání kongresů a veletrhů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"82400","Zprostředkování v oblasti podpůrných činností pro podnikání","Zprostředkování v oblasti podpůrných činností pro podnikání j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"82910","Inkasní činnosti, ověřování solventnosti zákazníka","Inkasní činnosti, ověřování solventnosti zákazníka","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"82920","Balicí činnosti","Balicí činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"82990","Ostatní podpůrné činnosti pro podnikání j. n.","Ostatní podpůrné činnosti pro podnikání j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84110","Všeobecné činnosti veřejné správy","Všeobecné činnosti veřejné správy","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84121","Regulace činností souvisejíc. s poskytováním zdravotní péče","Regulace činností souvisejících s poskytováním zdravotní péče","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84122","Regulace činností souvisejících se vzděláváním","Regulace činností souvisejících se vzděláváním","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84123","Regulace činností souvisejících s kulturou","Regulace činností souvisejících s kulturou","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84124","Regulace činností souvisejících se sportem","Regulace činností souvisejících se sportem","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84125","Regulace činností souvisejících s poskytováním sociální péče","Regulace činností souvisejících s poskytováním sociální péče, kromě povinného sociálního zabezpečení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84129","Regulace činností souvisejících s poskytováním ostatních slu","Regulace činností souvisejících s poskytováním ostatních služeb pro společnost j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84130","Regulace a podpora podnikatelského prostředí","Regulace a podpora podnikatelského prostředí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84210","Činnosti v oblasti zahraničních věcí","Činnosti v oblasti zahraničních věcí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84220","Činnosti v oblasti obrany","Činnosti v oblasti obrany","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84230","Činnosti v oblasti spravedlnosti a soudnictví","Činnosti v oblasti spravedlnosti a soudnictví","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84240","Činnosti v oblasti veřejného pořádku a bezpečnosti","Činnosti v oblasti veřejného pořádku a bezpečnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84250","Činnosti v oblasti požární ochrany","Činnosti v oblasti požární ochrany","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"84300","Činnosti v oblasti povinného sociální zabezpečení","Činnosti v oblasti povinného sociální zabezpečení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85100","Preprimární vzdělávání","Preprimární vzdělávání","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85200","Primární vzdělávání","Primární vzdělávání","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85311","Sekundární všeobecné vzdělávání na druhém stupni základních","Sekundární všeobecné vzdělávání na druhém stupni základních škol","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85312","Sekundární všeobecné vzdělávání na středních školách","Sekundární všeobecné vzdělávání na středních školách","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85321","Sekundární odborné vzdělávání v uměleckých oborech","Sekundární odborné vzdělávání v uměleckých oborech","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85322","Sekundární odborné vzdělávání bez maturitní zkoušky v jiných","Sekundární odborné vzdělávání bez maturitní zkoušky v jiných než uměleckých oborech","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85323","Sekundární odborné vzdělávání s maturitní zkouškou v jiných","Sekundární odborné vzdělávání s maturitní zkouškou v jiných než uměleckých oborech","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85330","Postsekundární neterciární vzdělávání","Postsekundární neterciární vzdělávání","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85401","Terciární vzdělávání v uměleckých oborech","Terciární vzdělávání v uměleckých oborech","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85402","Terciární vzdělávání v jiných než uměleckých oborech","Terciární vzdělávání v jiných než uměleckých oborech","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85510","Sportovní a rekreační vzdělávání","Sportovní a rekreační vzdělávání","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85520","Umělecké vzdělávání","Umělecké vzdělávání","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85530","Činnosti autoškol","Činnosti autoškol","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85591","Vzdělávání v jazykových školách","Vzdělávání v jazykových školách","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85599","Jiné vzdělávání j. n.","Jiné vzdělávání j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85610","Zprostředkování v oblasti vzdělávání","Zprostředkování v oblasti vzdělávání","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"85690","Podpůrné činnosti v oblasti vzdělávání j. n.","Podpůrné činnosti v oblasti vzdělávání j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86100","Lůžková zdravotní péče","Lůžková zdravotní péče","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86210","Všeobecná ambulantní zdravotní péče","Všeobecná ambulantní zdravotní péče","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86220","Specializovaná ambulantní zdravotní péče","Specializovaná ambulantní zdravotní péče","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86230","Zubní péče","Zubní péče","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86910","Činnosti související s diagnostickým zobrazováním a zdravotn","Činnosti související s diagnostickým zobrazováním a zdravotnické laboratorní činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86920","Přeprava pacientů vozidly zdravotnické dopravní služby","Přeprava pacientů vozidly zdravotnické dopravní služby","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86930","Činnosti psychologů a psychoterapeutů, kromě lékařů","Činnosti psychologů a psychoterapeutů, kromě lékařů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86940","Ošetřovatelské činnosti a činnosti porodních asistentek","Ošetřovatelské činnosti a činnosti porodních asistentek","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86950","Činnosti fyzioterapeutů","Činnosti fyzioterapeutů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86960","Činnosti v oblasti tradiční, doplňkové a alternativní medicí","Činnosti v oblasti tradiční, doplňkové a alternativní medicíny","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86970","Zprostředkování v oblasti zdravotní péče","Zprostředkování v oblasti zdravotní péče","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"86990","Ostatní činnosti související se zdravotní péčí j. n.","Ostatní činnosti související se zdravotní péčí j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"87100","Pobytové služby sociální péče ve zdravotnických zařízeních l","Pobytové služby sociální péče ve zdravotnických zařízeních lůžkové péče","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"87200","Pobytové služby sociální péče pro osoby s duševním onemocněn","Pobytové služby sociální péče pro osoby s duševním onemocněním, mentálním postižením nebo osoby závislé na návykových látkách","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"87300","Pobytové služby sociální péče pro seniory nebo osoby s fyzic","Pobytové služby sociální péče pro seniory nebo osoby s fyzickým nebo smyslovým postižením","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"87910","Zprostředkování v oblasti pobytových služeb sociální péče","Zprostředkování v oblasti pobytových služeb sociální péče","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"87990","Ostatní pobytové služby sociální péče j. n.","Ostatní pobytové služby sociální péče j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"88100","Ambulantní nebo terénní sociální služby pro seniory nebo oso","Ambulantní nebo terénní sociální služby pro seniory nebo osoby se zdravotním postižením","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"88910","Služby pro děti","Služby pro děti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"88990","Ostatní ambulantní nebo terénní sociální služby j. n.","Ostatní ambulantní nebo terénní sociální služby j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"90111","Literární tvorba","Literární tvorba","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"90112","Hudební tvorba","Hudební tvorba","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"90120","Výtvarná tvorba","Výtvarná tvorba","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"90130","Ostatní umělecká tvorba","Ostatní umělecká tvorba","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"90200","Činnosti v oblasti scénických umění","Činnosti v oblasti scénických umění","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"90310","Provozování kulturních zařízení a areálů","Provozování kulturních zařízení a areálů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"90390","Ostatní podpůrné činnosti pro uměleckou tvorbu a scénická um","Ostatní podpůrné činnosti pro uměleckou tvorbu a scénická umění","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"91110","Činnosti knihoven","Činnosti knihoven","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"91120","Činnosti archivů","Činnosti archivů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"91210","Činnosti muzeí a galerií","Činnosti muzeí a galerií","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"91220","Provozování historických a kulturních památek","Provozování historických a kulturních památek","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"91300","Konzervování, restaurování a jiné podpůrné činnosti pro kult","Konzervování, restaurování a jiné podpůrné činnosti pro kulturní dědictví","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"91410","Činnosti botanických a zoologických zahrad","Činnosti botanických a zoologických zahrad","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"91420","Činnosti přírodních rezervací a národních parků","Činnosti přírodních rezervací a národních parků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"92000","Činnosti heren, kasin a sázkových kanceláří","Činnosti heren, kasin a sázkových kanceláří","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"93110","Provozování sportovních zařízení","Provozování sportovních zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"93120","Činnosti sportovních klubů","Činnosti sportovních klubů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"93130","Činnosti fitcenter","Činnosti fitcenter","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"93190","Činnosti v oblasti sportu j. n.","Činnosti v oblasti sportu j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"93210","Činnosti zábavních parků","Činnosti zábavních parků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"93290","Činnosti v oblasti zábavy a rekreace j. n.","Činnosti v oblasti zábavy a rekreace j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94110","Činnosti podnikatelských a zaměstnavatelských organizací","Činnosti podnikatelských a zaměstnavatelských organizací","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94120","Činnosti profesních organizací","Činnosti profesních organizací","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94200","Činnosti odborových svazů","Činnosti odborových svazů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94910","Činnosti náboženských organizací","Činnosti náboženských organizací","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94920","Činnosti politických organizací","Činnosti politických organizací","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94991","Činnosti organizací dětí a mládeže","Činnosti organizací dětí a mládeže","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94992","Činnosti organizací na podporu kulturní činnosti","Činnosti organizací na podporu kulturní činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94993","Činnosti organizací na podporu rekreační a zájmové činnosti","Činnosti organizací na podporu rekreační a zájmové činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94994","Činnosti spotřebitelských organizací","Činnosti spotřebitelských organizací","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94995","Činnosti environmentálních a ekologických hnutí","Činnosti environmentálních a ekologických hnutí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94996","Činnosti organizací na ochranu a zlepšení postavení etnickýc","Činnosti organizací na ochranu a zlepšení postavení etnických, menšinových a jiných speciálních skupin","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94997","Činnosti občanských iniciativ, protestních hnutí","Činnosti občanských iniciativ, protestních hnutí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"94999","Činnosti jiných organizací sdružujících osoby za účelem pros","Činnosti jiných organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"95100","Opravy a údržba počítačů a komunikačních zařízení","Opravy a údržba počítačů a komunikačních zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"95210","Opravy a údržba spotřební elektroniky","Opravy a údržba spotřební elektroniky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"95220","Opravy a údržba přístrojů a zařízení převážně pro domácnost,","Opravy a údržba přístrojů a zařízení převážně pro domácnost, dům a zahradu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"95230","Opravy a údržba obuvi a kožených výrobků","Opravy a údržba obuvi a kožených výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"95240","Opravy a údržba nábytku a bytového zařízení","Opravy a údržba nábytku a bytového zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"95250","Opravy a údržba hodin, hodinek a klenotů","Opravy a údržba hodin, hodinek a klenotů","2025-01-01","9999-09-09"
